2040.7,4.0355,3.149e+05
1767.3,1.3371,2.529e+05
2999.7,3.5085,5.399e+05
1203.7,2.8499,2.395e+05
1887,2.0813,2.55e+05
1416.1,0.32122,2.32e+05
2200.2,3.2553,4.75e+05
3138.6,4.5291,5.799e+05
1100.5,1.4073,2.499e+05
1380,3.4388,2.12e+05
850.66,3.3437,1.799e+05
1532.5,3.3803,3.149e+05
2400.6,3.5891,3.69e+05
1999.3,2.525,3.47e+05
1939.8,3.8148,2.4e+05
1851.1,2.8553,2.999e+05
1320.2,1.8785,2.999e+05
1427.2,2.4474,1.99e+05
2568.7,3.342,3.14e+05
1237.8,4.4473,1.999e+05
1812.1,3.8829,2.859e+05
2239.1,3.6299,3.299e+05
1602.8,3.3753,2.429e+05
2610.3,2.9851,5e+05
1493.1,1.1101,2.425e+05
1237.4,1.5662,2.299e+05
4218.2,4.2759,5.49e+05
1268.3,2.6988,2.599e+05
1457.3,3.7595,4.645e+05
2300,3.6201,4.499e+05
1890.1,1.6777,3.3e+05
4475.9,5.0963,6.999e+05
1199.3,4.101,2.99e+05
1437.5,3.2654,2.499e+05
